Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
HEDGES PARK CONDOMINIUM,"1,180,000","1,011.82","1,166",Mar-23,FLORA DRIVE,Resale,Strata,94,"12,553",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
RIVERVALE CREST,"910,000",947.23,961,Mar-23,RIVERVALE CRESCENT,Resale,Strata,88,"10,341",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
HYLL ON HOLLAND,"3,139,900","1,054.87","2,977",Mar-23,HOLLAND ROAD,New Sale,Strata,98,"32,040",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
TANAMERA CREST,"1,100,000","1,184.04",929,Mar-23,PARI DEDAP WALK,Resale,Strata,110,"10,000",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,06 to 10
SPOTTISWOODE PARK,"1,135,000","1,270.15",894,Mar-23,SPOTTISWOODE PARK ROAD,Resale,Strata,118,"9,619",-,Apartment,1,99 yrs lease commencing from 1976,02,Rest of Central Region,16 to 20
THE SAIL @ MARINA BAY,"1,610,000",893.41,"1,802",Mar-23,MARINA BOULEVARD,Resale,Strata,83,"19,398",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,26 to 30
HILLVIEW REGENCY,"930,000",904.18,"1,029",Mar-23,BUKIT BATOK EAST AVENUE 2,Resale,Strata,84,"11,071",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,01 to 05
ROYALGREEN,"1,878,000",721.19,"2,604",Mar-23,ANAMALAI AVENUE,Resale,Strata,67,"28,030",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ROYALGREEN,"1,922,000",721.19,"2,665",Mar-23,ANAMALAI AVENUE,Resale,Strata,67,"28,687",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
GRANDLINK SQUARE,"1,465,000","1,162.51","1,260",Mar-23,GUILLEMARD ROAD,Resale,Strata,108,"13,565",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
WATERFRONT @ FABER,"1,602,000","1,065.64","1,503",Mar-23,FABER WALK,Resale,Strata,99,"16,182",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
SKYLINE RESIDENCES,"1,750,000",828.83,"2,111",Mar-23,TELOK BLANGAH ROAD,Resale,Strata,77,"22,727",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"1,250,000",796.54,"1,569",Mar-23,COMPASSVALE BOW,Resale,Strata,74,"16,892",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
PARC EMILY,"1,050,000",548.96,"1,913",Mar-23,MOUNT EMILY ROAD,Resale,Strata,51,"20,588",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THOMSON IMPRESSIONS,"840,000",462.85,"1,815",Mar-23,LORONG PUNTONG,Resale,Strata,43,"19,535",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,16 to 20
SILVERSCAPE,"680,000",462.85,"1,469",Mar-23,LORONG 32 GEYLANG,Resale,Strata,43,"15,814",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
WATERTOWN,"895,000",581.26,"1,540",Mar-23,PUNGGOL CENTRAL,Resale,Strata,54,"16,574",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"1,080,000",484.38,"2,230",Mar-23,PAYA LEBAR ROAD,Resale,Strata,45,"24,000",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,11 to 15
ORCHID PARK CONDOMINIUM,"870,000",979.52,888,Mar-23,YISHUN STREET 81,Resale,Strata,91,"9,560",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
PARC ESTA,"1,830,000",904.18,"2,024",Mar-23,SIMS AVENUE,Sub Sale,Strata,84,"21,786",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
SUNSHINE PLAZA,"1,970,000","1,679.18","1,173",Mar-23,PRINSEP LINK,Resale,Strata,156,"12,628",-,Apartment,1,99 yrs lease commencing from 1997,07,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"1,512,300",710.42,"2,129",Mar-23,TOH TUCK ROAD,Sub Sale,Strata,66,"22,914",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
HILLS TWOONE,"1,370,000",979.52,"1,399",Mar-23,HILLVIEW TERRACE,Resale,Strata,91,"15,055",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
THE PANORAMA,"2,900,000","1,560.78","1,858",Mar-23,ANG MO KIO AVENUE 2,Resale,Strata,145,"20,000",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
CASA PASIR RIS,"1,320,000","1,302.44","1,013",Mar-23,JALAN LOYANG BESAR,Resale,Strata,121,"10,909",-,Condominium,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,520,000","1,496.2","1,016",Mar-23,SIMEI RISE,Resale,Strata,139,"10,935",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,820,000","1,194.8","1,523",Mar-23,TANJONG KATONG ROAD,Resale,Strata,111,"16,396",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE SAIL @ MARINA BAY,"3,200,000","1,646.89","1,943",Mar-23,MARINA BOULEVARD,Resale,Strata,153,"20,915",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,11 to 15
TRILIVE,"1,088,000",624.31,"1,743",Mar-23,TAMPINES ROAD,Resale,Strata,58,"18,759",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
ROYALGREEN,"2,021,350",710.42,"2,845",Mar-23,ANAMALAI AVENUE,Resale,Strata,66,"30,627",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RIVER ISLES,"1,308,000","1,065.64","1,227",Mar-23,EDGEDALE PLAINS,Resale,Strata,99,"13,212",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE NEXUS,"2,480,000","1,065.64","2,327",Mar-23,BUKIT TIMAH ROAD,Resale,Strata,99,"25,051",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
JARDIN,"2,000,000","1,130.22","1,770",Mar-23,DUNEARN ROAD,Resale,Strata,105,"19,048",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
SKY VUE,"1,648,888",796.54,"2,070",Mar-23,BISHAN STREET 15,Resale,Strata,74,"22,282",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,26 to 30
SELETAR SPRINGS CONDOMINIUM,"980,000",979.52,"1,000",Mar-23,GERALD DRIVE,Resale,Strata,91,"10,769",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
THE GLADES,"970,000",570.49,"1,700",Mar-23,BEDOK RISE,Resale,Strata,53,"18,302",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
NOUVELLE PARK,"1,550,000","1,119.46","1,385",Mar-23,POH HUAT ROAD WEST,Resale,Strata,104,"14,904",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,540,000","1,119.46","1,376",Mar-23,FERNVALE CLOSE,Resale,Strata,104,"14,808",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
SEASUITES,"1,400,000",893.41,"1,567",Mar-23,PASIR PANJANG ROAD,Resale,Strata,83,"16,867",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
HAUS ON HANDY,"2,018,000",742.72,"2,717",Mar-23,HANDY ROAD,New Sale,Strata,69,"29,246",-,Condominium,1,99 yrs lease commencing from 2018,09,Core Central Region,01 to 05
HAUS ON HANDY,"2,256,000",850.36,"2,653",Mar-23,HANDY ROAD,New Sale,Strata,79,"28,557",-,Condominium,1,99 yrs lease commencing from 2018,09,Core Central Region,11 to 15
THE GARDENS AT BISHAN,"1,868,000","1,205.57","1,549",Mar-23,SIN MING WALK,Resale,Strata,112,"16,679",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,01 to 05
LEEDON GREEN,"1,556,000",538.2,"2,891",Mar-23,LEEDON HEIGHTS,New Sale,Strata,50,"31,120",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LEEDON GREEN,"1,386,000",473.62,"2,926",Mar-23,LEEDON HEIGHTS,New Sale,Strata,44,"31,500",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
DOVER PARKVIEW,"1,700,000","1,636.13","1,039",Mar-23,DOVER RISE,Resale,Strata,152,"11,184",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
RIVERFRONT RESIDENCES,"750,000",462.85,"1,620",Mar-23,HOUGANG AVENUE 7,Sub Sale,Strata,43,"17,442",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
SEASONS PARK,"1,300,000","1,108.69","1,173",Mar-23,YIO CHU KANG ROAD,Resale,Strata,103,"12,621",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,06 to 10
THE GAZANIA,"3,194,000","1,711.48","1,866",Mar-23,HOW SUN DRIVE,New Sale,Strata,159,"20,088",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
DRAYCOTT EIGHT,"2,560,000","1,173.28","2,182",Mar-23,DRAYCOTT PARK,Resale,Strata,109,"23,486",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,06 to 10
THE HILLIER,"845,000",548.96,"1,539",Mar-23,HILLVIEW RISE,Resale,Strata,51,"16,569",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
KLIMT CAIRNHILL,"7,600,000","2,055.92","3,697",Mar-23,CAIRNHILL ROAD,New Sale,Strata,191,"39,791",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
THE SEAWIND,"1,500,000",699.66,"2,144",Mar-23,LORONG M TELOK KURAU,Resale,Strata,65,"23,077",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
MEYER MANSION,"3,914,728","1,399.32","2,798",Mar-23,MEYER ROAD,New Sale,Strata,130,"30,113",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
AMBER SKYE,"3,010,000","1,334.74","2,255",Mar-23,AMBER ROAD,Resale,Strata,124,"24,274",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
KOPAR AT NEWTON,"3,905,300","1,603.84","2,435",Mar-23,MAKEWAY AVENUE,New Sale,Strata,149,"26,210",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,16 to 20
THE AVENIR,"1,628,000",538.2,"3,025",Mar-23,RIVER VALLEY CLOSE,New Sale,Strata,50,"32,560",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
THE AVENIR,"1,668,000",538.2,"3,099",Mar-23,RIVER VALLEY CLOSE,New Sale,Strata,50,"33,360",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
CLEMENTIWOODS CONDOMINIUM,"2,288,000","1,625.36","1,408",Mar-23,WEST COAST ROAD,Resale,Strata,151,"15,152",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
STRATUM,"965,000",775.01,"1,245",Mar-23,ELIAS ROAD,Resale,Strata,72,"13,403",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
HILLBROOKS,"2,500,000","1,657.66","1,508",Mar-23,HILLVIEW AVENUE,Resale,Strata,154,"16,234",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
MARINE BLUE,"1,588,000",731.95,"2,170",Mar-23,MARINE PARADE ROAD,Resale,Strata,68,"23,353",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
EMILY RESIDENCE,"930,000",559.73,"1,662",Mar-23,MOUNT EMILY ROAD,Resale,Strata,52,"17,885",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
LOFT @ NATHAN,"1,455,000","1,011.82","1,438",Mar-23,NATHAN ROAD,Resale,Strata,94,"15,479",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
BLISS@KOVAN,"1,990,000","1,248.62","1,594",Mar-23,SIMON LANE,Resale,Strata,116,"17,155",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
SIMS URBAN OASIS,"2,488,000","1,442.38","1,725",Mar-23,SIMS DRIVE,Resale,Strata,134,"18,567",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
LAKEHOLMZ,"1,770,000","1,506.96","1,175",Mar-23,CORPORATION ROAD,Resale,Strata,140,"12,643",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,11 to 15
ROYALGREEN,"2,242,000",818.06,"2,741",Mar-23,ANAMALAI AVENUE,Resale,Strata,76,"29,500",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ROYALGREEN,"2,336,350",828.83,"2,819",Mar-23,ANAMALAI AVENUE,Resale,Strata,77,"30,342",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HOLLAND RESIDENCES,"2,100,000",979.52,"2,144",Mar-23,TAMAN WARNA,Resale,Strata,91,"23,077",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WEST BAY CONDOMINIUM,"1,350,000","1,248.62","1,081",Mar-23,WEST COAST CRESCENT,Resale,Strata,116,"11,638",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
PARC VERA,"905,000",785.77,"1,152",Mar-23,HOUGANG STREET 32,Resale,Strata,73,"12,397",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
CAPE ROYALE,"5,624,000","2,508.01","2,242",Mar-23,COVE WAY,Resale,Strata,233,"24,137",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
SKIES MILTONIA,"658,000",484.38,"1,358",Mar-23,MILTONIA CLOSE,Resale,Strata,45,"14,622",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
WOODHAVEN,"805,000",635.08,"1,268",Mar-23,WOODGROVE AVENUE,Resale,Strata,59,"13,644",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
REGENTVILLE,"1,130,000","1,151.75",981,Mar-23,HOUGANG STREET 92,Resale,Strata,107,"10,561",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,11 to 15
URBAN VISTA,"1,130,000",688.9,"1,640",Mar-23,TANAH MERAH KECHIL LINK,Resale,Strata,64,"17,656",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
THE MADEIRA,"1,080,000","1,054.87","1,024",Mar-23,BUKIT BATOK STREET 31,Resale,Strata,98,"11,020",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,16 to 20
NATURA@HILLVIEW,"950,000",936.47,"1,014",Mar-23,HILLVIEW TERRACE,Resale,Strata,87,"10,920",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
SIMS URBAN OASIS,"1,400,000",958,"1,461",Mar-23,SIMS DRIVE,Resale,Strata,89,"15,730",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
URBAN VISTA,"745,000",441.32,"1,688",Mar-23,TANAH MERAH KECHIL LINK,Resale,Strata,41,"18,171",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"705,000",484.38,"1,455",Mar-23,UPPER SERANGOON VIEW,Resale,Strata,45,"15,667",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
SIXTEEN35 RESIDENCES,"930,000",570.49,"1,630",Mar-23,LORONG 35 GEYLANG,Resale,Strata,53,"17,547",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
SKY HABITAT,"3,150,000","1,797.59","1,752",Mar-23,BISHAN STREET 15,Resale,Strata,167,"18,862",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,01 to 05
THE VENUE RESIDENCES,"2,045,000","1,130.22","1,809",Mar-23,TAI THONG CRESCENT,Resale,Strata,105,"19,476",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
SYMPHONY SUITES,"878,000",688.9,"1,275",Mar-23,YISHUN CLOSE,Resale,Strata,64,"13,719",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE PROMENADE@PELIKAT,"1,268,000",947.23,"1,339",Mar-23,JALAN PELIKAT,Resale,Strata,88,"14,409",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"752,888",462.85,"1,627",Mar-23,TAMPINES LANE,Sub Sale,Strata,43,"17,509",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
ROYALGREEN,"2,016,000",721.19,"2,795",Mar-23,ANAMALAI AVENUE,Resale,Strata,67,"30,090",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HIGHLINE RESIDENCES,"2,600,000","1,227.1","2,119",Mar-23,KIM TIAN ROAD,Resale,Strata,114,"22,807",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
ONE PEARL BANK,"3,381,000","1,280.92","2,640",Mar-23,PEARL BANK,New Sale,Strata,119,"28,412",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,31 to 35
PARC ELEGANCE,"893,000",548.96,"1,627",Mar-23,TELOK KURAU ROAD,Resale,Strata,51,"17,510",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PEBBLE BAY,"4,910,000","2,626.42","1,869",Mar-23,TANJONG RHU ROAD,Resale,Strata,244,"20,123",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
REGIS MANSIONS,"1,500,000","1,022.58","1,467",Mar-23,JALAN RAJAWALI,Resale,Strata,95,"15,789",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
PARC BOTANNIA,"1,620,000","1,044.11","1,552",Mar-23,FERNVALE STREET,Resale,Strata,97,"16,701",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,01 to 05
PULLMAN RESIDENCES NEWTON,"1,525,000",462.85,"3,295",Mar-23,DUNEARN ROAD,New Sale,Strata,43,"35,465",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
VAN HOLLAND,"3,312,030","1,130.22","2,930",Mar-23,HOLLAND ROAD,New Sale,Strata,105,"31,543",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"985,000",484.38,"2,034",Mar-23,PAYA LEBAR ROAD,Resale,Strata,45,"21,889",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
KI RESIDENCES AT BROOKVALE,"2,208,000",936.47,"2,358",Mar-23,BROOKVALE DRIVE,New Sale,Strata,87,"25,379",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10
SEA ESTA,"1,100,000",818.06,"1,345",Mar-23,PASIR RIS LINK,Resale,Strata,76,"14,474",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
VIZ AT HOLLAND,"1,975,000","1,108.69","1,781",Mar-23,QUEENSWAY,Resale,Strata,103,"19,175",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
HAZEL PARK CONDOMINIUM,"2,268,000","1,323.97","1,713",Mar-23,HAZEL PARK TERRACE,Resale,Strata,123,"18,439",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
OKIO,"930,000",570.49,"1,630",Mar-23,BALESTIER ROAD,Resale,Strata,53,"17,547",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
SYMPHONY SUITES,"875,000",688.9,"1,270",Mar-23,YISHUN CLOSE,Resale,Strata,64,"13,672",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
MARINA BAY SUITES,"3,180,000","1,614.6","1,970",Mar-23,CENTRAL BOULEVARD,Resale,Strata,150,"21,200",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"1,700,000",958,"1,775",Mar-23,KEPPEL BAY VIEW,Resale,Strata,89,"19,101",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,21 to 25
PEAK RESIDENCE,"1,981,800",807.3,"2,455",Mar-23,THOMSON ROAD,New Sale,Strata,75,"26,424",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
EVANIA,"1,680,000","1,291.68","1,301",Mar-23,UPPER PAYA LEBAR ROAD,Resale,Strata,120,"14,000",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CASTLE GREEN,"1,418,000","1,173.28","1,209",Mar-23,YIO CHU KANG ROAD,Resale,Strata,109,"13,009",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,06 to 10
THE WARREN,"1,055,000","1,065.64",990,Mar-23,CHOA CHU KANG LOOP,Resale,Strata,99,"10,657",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,06 to 10
DEVONSHIRE RESIDENCES,"1,416,776",807.3,"1,755",Mar-23,DEVONSHIRE ROAD,Resale,Strata,75,"18,890",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
BAYWATER,"1,500,000","1,280.92","1,171",Mar-23,BEDOK RESERVOIR ROAD,Resale,Strata,119,"12,605",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,01 to 05
THE CENTRIS,"1,738,888","1,259.39","1,381",Mar-23,JURONG WEST CENTRAL 3,Resale,Strata,117,"14,862",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
HUNDRED TREES,"2,475,000","1,474.67","1,678",Mar-23,WEST COAST DRIVE,Resale,Strata,137,"18,066",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE MINTON,"1,310,000",979.52,"1,337",Mar-23,HOUGANG STREET 11,Resale,Strata,91,"14,396",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
GARDENVISTA,"2,380,000","1,345.5","1,769",Mar-23,DUNEARN ROAD,Resale,Strata,125,"19,040",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05
ONE @ PULASAN,"1,750,000","1,130.22","1,548",Mar-23,PULASAN ROAD,Resale,Strata,105,"16,667",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE GREENWICH,"1,050,000",882.65,"1,190",Mar-23,SELETAR ROAD,Resale,Strata,82,"12,805",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
D' IXORAS,"1,290,000",839.59,"1,536",Mar-23,MINBU ROAD,Resale,Strata,78,"16,538",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE BAYSHORE,"1,645,000","1,259.39","1,306",Mar-23,BAYSHORE ROAD,Resale,Strata,117,"14,060",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
MELOSA,"682,000",430.56,"1,584",Mar-23,LORONG 28 GEYLANG,Resale,Strata,40,"17,050",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
RIVERSOUND RESIDENCE,"688,000",473.62,"1,453",Mar-23,SENGKANG EAST AVENUE,Resale,Strata,44,"15,636",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
PARC PALAIS,"1,970,000","1,237.86","1,591",Mar-23,HUME AVENUE,Resale,Strata,115,"17,130",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
LE QUEST,"1,600,000",979.52,"1,633",Mar-23,BUKIT BATOK STREET 41,Resale,Strata,91,"17,582",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,11 to 15
THE TRE VER,"1,210,000",635.08,"1,905",Mar-23,POTONG PASIR AVENUE 1,Sub Sale,Strata,59,"20,508",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
PARC CLEMATIS,"1,350,000",742.72,"1,818",Mar-23,JALAN LEMPENG,Sub Sale,Strata,69,"19,565",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
ONE SHENTON,"1,850,000","1,097.93","1,685",Mar-23,SHENTON WAY,Resale,Strata,102,"18,137",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
QUEENS PEAK,"1,080,000",495.14,"2,181",Mar-23,DUNDEE ROAD,Resale,Strata,46,"23,478",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
NOUVEL 18,"4,238,000","1,334.74","3,175",Mar-23,ANDERSON ROAD,Resale,Strata,124,"34,177",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ONAN SUITES,"1,850,000","1,463.9","1,264",Mar-23,ONAN ROAD,Resale,Strata,136,"13,603",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CORALS AT KEPPEL BAY,"7,340,200","2,647.94","2,772",Mar-23,KEPPEL BAY DRIVE,Resale,Strata,246,"29,838",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,06 to 10
FULCRUM,"1,700,000",828.83,"2,051",Mar-23,FORT ROAD,Resale,Strata,77,"22,078",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
AMBER RESIDENCES,"2,450,000","1,162.51","2,108",Mar-23,AMBER ROAD,Resale,Strata,108,"22,685",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
SKY HABITAT,"1,280,000",710.42,"1,802",Mar-23,BISHAN STREET 15,Resale,Strata,66,"19,394",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,06 to 10
CHANGI RISE CONDOMINIUM,"1,530,000","1,496.2","1,023",Mar-23,SIMEI RISE,Resale,Strata,139,"11,007",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
PARC CLEMATIS,"2,130,000","1,076.4","1,979",Mar-23,JALAN LEMPENG,Sub Sale,Strata,100,"21,300",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
TWIN VEW,"1,240,000",710.42,"1,745",Mar-23,WEST COAST VALE,Resale,Strata,66,"18,788",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,21 to 25
THE ROCHESTER RESIDENCES,"2,050,000","1,302.44","1,574",Mar-23,ROCHESTER DRIVE,Resale,Strata,121,"16,942",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,16 to 20
ROYALGREEN,"1,935,000",721.19,"2,683",Mar-23,ANAMALAI AVENUE,Resale,Strata,67,"28,881",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ROYALGREEN,"1,855,000",710.42,"2,611",Mar-23,ANAMALAI AVENUE,Resale,Strata,66,"28,106",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE NEXUS,"1,068,000",613.55,"1,741",Mar-23,BUKIT TIMAH ROAD,Resale,Strata,57,"18,737",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
GUILLEMARD EDGE,"800,000",516.67,"1,548",Mar-23,LORONG 30 GEYLANG,Resale,Strata,48,"16,667",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
TANGLIN VIEW,"1,920,000","1,140.98","1,683",Mar-23,PRINCE CHARLES CRESCENT,Resale,Strata,106,"18,113",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,06 to 10
DAINTREE RESIDENCE,"1,350,000",667.37,"2,023",Mar-23,TOH TUCK ROAD,Sub Sale,Strata,62,"21,774",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
